tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,payment_type
2026-03-02 19:14:42,2026-03-02 19:17:47,5,14.46,-4.36,No Charge
2026-03-02 08:17:40,2026-03-02 08:33:27,5,-1.66,3.02,Dispute
2026-03-05 19:31:59,2026-03-05 19:41:06,2,23.16,62.91,No Charge
2026-03-01 12:04:38,2026-03-01 12:19:58,2,7.96,30.96,Credit Card
2026-03-05 03:46:37,2026-03-05 03:54:05,2,11.06,32.83,No Charge
2026-03-04 07:12:23,2026-03-04 08:02:02,3,17.85,50.2,Credit Card
2026-03-06 16:35:47,2026-03-06 16:39:48,6,11.97,35.56,Credit Card
2026-03-01 10:34:56,2026-03-01 11:05:27,1,7.28,26.49,Cash
2026-03-03 19:54:12,2026-03-03 20:35:39,6,2.0,12.73,No Charge
2026-03-04 20:25:08,2026-03-04 20:56:30,4,24.77,67.63,Credit Card
2026-03-05 20:01:37,2026-03-05 20:32:09,6,2.38,9.25,Dispute
2026-03-06 12:11:54,2026-03-06 12:23:17,5,-4.82,-2.42,Dispute
2026-03-07 06:38:23,2026-03-07 07:13:03,3,23.75,-5.13,Credit Card
2026-03-01 20:09:03,2026-03-01 20:19:53,6,20.27,60.18,Credit Card
2026-03-01 14:36:45,2026-03-01 15:33:44,3,-0.63,4.46,Cash
2026-03-05 19:39:01,2026-03-05 20:10:16,4,24.07,64.65,Credit Card
2026-03-01 09:58:15,2026-03-01 10:14:40,4,5.02,17.55,Credit Card
2026-03-03 07:40:19,2026-03-03 08:02:52,5,18.62,57.55,Cash
2026-03-03 23:59:58,2026-03-04 00:30:39,4,19.68,53.12,Credit Card
2026-03-03 05:13:57,2026-03-03 06:11:32,5,20.45,62.87,No Charge
2026-03-04 01:01:10,2026-03-04 01:26:34,1,8.23,27.1,No Charge
2026-03-07 20:08:40,2026-03-07 20:55:54,5,12.9,44.29,No Charge
2026-03-03 20:51:35,2026-03-03 21:35:54,1,5.82,22.67,Credit Card
2026-03-01 04:13:04,2026-03-01 05:13:03,1,11.88,34.92,Cash
2026-03-05 16:54:18,2026-03-05 17:28:41,5,24.53,72.4,Credit Card
2026-03-01 17:41:36,2026-03-01 17:49:24,3,19.56,55.34,Cash
2026-03-06 06:20:43,2026-03-06 06:44:35,1,4.12,17.64,Cash
2026-03-05 13:41:25,2026-03-05 13:46:34,6,8.98,31.54,Dispute
2026-03-07 19:40:50,2026-03-07 20:17:47,2,2.46,9.25,Dispute
2026-03-03 09:34:00,2026-03-03 10:17:40,1,3.46,15.06,No Charge
2026-03-01 04:44:12,2026-03-01 05:29:22,6,11.71,41.22,Cash
2026-03-01 13:29:59,2026-03-01 14:06:45,3,20.02,58.24,Credit Card
2026-03-04 21:28:50,2026-03-04 21:55:18,6,6.01,24.92,No Charge
2026-03-05 00:40:29,2026-03-05 00:45:10,6,23.37,62.43,Dispute
2026-03-05 04:49:29,2026-03-05 05:01:33,3,3.71,20.11,Dispute
2026-03-05 22:38:41,2026-03-05 23:21:09,6,4.25,17.56,Credit Card
2026-03-01 01:49:17,2026-03-01 02:40:31,4,19.67,57.21,Cash
2026-03-04 14:13:34,2026-03-04 14:31:00,4,16.75,49.36,No Charge
2026-03-01 10:26:16,2026-03-01 10:49:53,6,19.52,59.95,No Charge
2026-03-05 15:04:41,2026-03-05 15:13:57,1,23.95,-3.07,Cash
2026-03-03 09:27:37,2026-03-03 10:25:51,2,24.65,72.61,Cash
2026-03-01 13:57:36,2026-03-01 14:39:02,3,15.38,46.29,Cash
2026-03-03 20:45:42,2026-03-03 21:27:44,1,4.21,21.25,No Charge
2026-03-02 05:48:59,2026-03-02 05:59:58,3,14.81,42.96,Dispute
2026-03-01 03:10:40,2026-03-01 03:16:21,6,17.36,54.51,Dispute
2026-03-02 08:08:38,2026-03-02 08:43:17,4,17.34,53.16,Dispute
2026-03-06 02:44:42,2026-03-06 03:15:16,2,16.91,48.53,No Charge
2026-03-04 00:00:05,2026-03-04 00:57:05,1,1.89,14.46,Cash
2026-03-07 04:43:19,2026-03-07 04:50:32,2,7.29,28.05,Credit Card
2026-03-01 15:05:36,2026-03-01 15:19:58,2,20.55,61.54,Credit Card
2026-03-06 04:26:05,2026-03-06 05:04:50,5,19.72,58.76,Credit Card
2026-03-01 22:21:46,2026-03-01 22:37:37,2,11.41,39.33,Cash
2026-03-05 22:43:37,2026-03-05 23:12:33,5,14.99,46.08,No Charge
2026-03-03 20:01:54,2026-03-03 20:44:31,6,10.59,32.96,No Charge
2026-03-06 16:03:07,2026-03-06 16:29:00,1,21.44,66.14,Cash
2026-03-03 05:46:53,2026-03-03 05:57:55,2,3.02,13.85,No Charge
2026-03-06 18:46:36,2026-03-06 19:21:04,2,21.87,59.96,Dispute
2026-03-03 06:00:17,2026-03-03 06:37:28,5,6.69,22.53,Credit Card
2026-03-04 13:43:05,2026-03-04 14:17:07,3,17.0,46.67,No Charge
2026-03-02 10:25:48,2026-03-02 10:32:30,1,18.05,51.83,Dispute
2026-03-03 06:55:50,2026-03-03 07:36:24,2,22.8,64.9,Dispute
2026-03-04 20:48:27,2026-03-04 20:59:26,3,-3.46,-0.15,Dispute
2026-03-03 21:24:12,2026-03-03 21:40:41,4,11.92,37.83,No Charge
2026-03-03 11:59:00,2026-03-03 12:47:40,5,20.75,61.18,Cash
2026-03-06 16:41:37,2026-03-06 17:21:56,4,1.19,9.82,Cash
2026-03-06 23:08:20,2026-03-06 23:57:56,3,2.16,16.65,Cash
2026-03-02 14:23:27,2026-03-02 14:42:25,6,16.04,47.45,Dispute
2026-03-07 22:35:25,2026-03-07 23:28:48,5,24.22,-0.45,Credit Card
2026-03-02 03:25:36,2026-03-02 03:50:35,2,9.57,31.38,Dispute
2026-03-06 09:18:30,2026-03-06 09:53:04,2,5.4,21.21,No Charge
2026-03-01 02:59:00,2026-03-01 03:42:55,2,16.26,44.49,Credit Card
2026-03-07 23:47:38,2026-03-07 23:59:46,4,8.58,32.17,Credit Card
2026-03-07 04:02:56,2026-03-07 04:37:08,1,12.41,34.82,Credit Card
2026-03-01 22:55:16,2026-03-01 23:21:02,2,2.35,-0.58,Credit Card
2026-03-04 14:48:15,2026-03-04 15:42:02,6,18.47,54.75,Cash
2026-03-07 12:46:48,2026-03-07 13:35:26,2,-4.24,-0.52,Credit Card
2026-03-05 08:57:48,2026-03-05 09:48:54,5,1.26,15.77,Dispute
2026-03-04 17:50:37,2026-03-04 17:57:06,1,11.92,42.18,Cash
2026-03-04 17:18:49,2026-03-04 17:46:33,2,2.83,11.81,Cash
2026-03-05 03:11:10,2026-03-05 03:22:32,4,12.2,39.8,Dispute
2026-03-07 09:45:35,2026-03-07 10:32:39,6,2.97,15.38,No Charge
2026-03-06 09:14:09,2026-03-06 10:13:13,3,1.01,8.42,Cash
2026-03-04 02:42:11,2026-03-04 03:05:56,5,-0.22,4.4,No Charge
2026-03-07 19:15:42,2026-03-07 19:20:07,5,12.21,41.97,Dispute
2026-03-04 23:22:19,2026-03-05 00:05:12,3,5.51,18.3,Credit Card
2026-03-07 21:16:51,2026-03-07 21:59:06,1,20.46,63.86,No Charge
2026-03-03 02:15:13,2026-03-03 03:06:16,2,6.3,28.13,Credit Card
2026-03-01 15:28:42,2026-03-01 15:52:13,3,22.4,59.19,Cash
2026-03-04 00:38:41,2026-03-04 01:28:36,5,12.12,35.75,No Charge
2026-03-04 21:52:53,2026-03-04 22:48:51,1,16.9,53.41,Cash
2026-03-02 05:21:10,2026-03-02 05:36:42,5,5.51,26.37,Dispute
2026-03-05 06:29:16,2026-03-05 06:50:23,4,19.0,54.05,Credit Card
2026-03-04 13:55:20,2026-03-04 14:39:38,2,-1.43,6.37,Cash
2026-03-02 10:43:14,2026-03-02 10:54:21,3,23.6,65.62,No Charge
2026-03-02 17:18:42,2026-03-02 17:55:51,3,13.32,-0.0,Cash
2026-03-04 05:32:17,2026-03-04 06:09:38,4,15.23,41.56,No Charge
2026-03-04 23:58:14,2026-03-05 00:12:33,1,19.84,56.02,Dispute
2026-03-02 15:58:05,2026-03-02 16:27:28,3,20.37,60.31,No Charge
2026-03-07 14:58:09,2026-03-07 15:11:40,6,13.64,42.8,Cash
2026-03-02 22:41:34,2026-03-02 23:09:08,2,14.84,40.99,No Charge
2026-03-03 01:02:53,2026-03-03 01:19:22,3,18.04,57.71,Cash
2026-03-01 01:44:50,2026-03-01 02:23:12,1,14.01,44.71,No Charge
2026-03-02 21:41:11,2026-03-02 22:32:06,3,-4.83,-7.54,Credit Card
2026-03-07 23:06:41,2026-03-07 23:34:36,4,4.26,22.49,No Charge
2026-03-02 22:54:28,2026-03-02 23:27:36,4,10.72,39.48,Credit Card
2026-03-03 01:33:16,2026-03-03 02:32:07,6,5.7,18.23,No Charge
2026-03-06 00:09:41,2026-03-06 00:30:09,1,8.83,30.79,Credit Card
2026-03-03 09:36:34,2026-03-03 10:23:23,1,23.16,64.02,Cash
2026-03-04 17:32:28,2026-03-04 17:49:50,2,8.96,30.96,No Charge
2026-03-05 02:35:04,2026-03-05 03:12:55,6,-2.45,4.55,Credit Card
2026-03-06 00:00:00,2026-03-06 00:18:45,2,18.78,54.53,Dispute
2026-03-04 15:20:42,2026-03-04 16:12:32,6,11.26,31.53,Cash
2026-03-04 00:47:47,2026-03-04 01:34:25,3,17.58,47.07,No Charge
2026-03-05 12:36:48,2026-03-05 12:59:39,1,11.89,35.17,Cash
2026-03-06 08:31:53,2026-03-06 09:03:08,2,9.31,33.97,Cash
2026-03-01 02:45:00,2026-03-01 02:49:20,6,5.48,18.35,Cash
2026-03-03 20:57:22,2026-03-03 21:18:04,2,13.73,45.45,Cash
2026-03-05 18:12:06,2026-03-05 18:23:33,5,24.67,71.48,Credit Card
2026-03-05 14:28:45,2026-03-05 14:48:09,3,21.3,62.42,Cash
2026-03-03 21:49:35,2026-03-03 22:42:42,3,-2.49,4.37,Credit Card
2026-03-07 12:00:19,2026-03-07 12:31:46,1,14.44,39.47,Dispute
2026-03-02 01:16:08,2026-03-02 02:00:19,3,9.16,34.69,No Charge
2026-03-04 02:59:00,2026-03-04 03:10:16,1,9.38,33.74,Cash
2026-03-04 20:13:43,2026-03-04 20:33:15,3,19.18,57.49,Dispute
2026-03-06 03:12:57,2026-03-06 03:46:25,5,10.11,-0.16,Dispute
2026-03-03 04:36:11,2026-03-03 05:11:16,3,7.58,27.07,Dispute
2026-03-06 18:07:42,2026-03-06 18:57:51,6,2.19,17.08,Dispute
2026-03-07 06:28:30,2026-03-07 07:09:14,4,13.81,43.44,Credit Card
2026-03-05 05:08:29,2026-03-05 05:15:32,5,24.76,66.21,Cash
2026-03-05 17:18:20,2026-03-05 17:39:48,4,8.79,28.29,Dispute
2026-03-01 03:42:21,2026-03-01 04:16:02,5,1.47,14.52,Credit Card
2026-03-04 11:45:45,2026-03-04 11:51:59,3,1.99,11.81,Credit Card
2026-03-05 18:38:45,2026-03-05 18:48:05,4,14.87,-9.93,Credit Card
2026-03-06 16:18:04,2026-03-06 17:08:25,2,12.27,37.33,Credit Card
2026-03-02 18:25:12,2026-03-02 18:34:59,3,5.61,26.3,No Charge
2026-03-04 00:35:44,2026-03-04 00:48:18,2,19.07,-4.56,No Charge
2026-03-04 15:58:53,2026-03-04 16:23:03,6,17.87,54.33,Credit Card
2026-03-06 20:15:59,2026-03-06 20:28:24,1,10.83,30.26,Credit Card
2026-03-06 23:29:10,2026-03-06 23:32:48,6,23.66,70.6,Credit Card
2026-03-04 03:16:32,2026-03-04 04:10:02,3,21.87,65.69,Credit Card
2026-03-07 17:56:36,2026-03-07 18:52:30,6,21.99,67.5,Dispute
2026-03-06 10:43:29,2026-03-06 11:17:38,3,18.48,51.15,Dispute
2026-03-02 22:22:42,2026-03-02 23:06:33,4,9.78,27.81,Dispute
2026-03-07 00:28:23,2026-03-07 00:39:29,5,15.91,45.3,Dispute
2026-03-02 17:52:22,2026-03-02 18:47:08,3,5.66,20.69,Dispute
2026-03-02 00:59:08,2026-03-02 01:10:36,5,24.45,67.01,No Charge
2026-03-06 07:03:46,2026-03-06 07:33:18,4,23.78,68.47,Cash
2026-03-07 15:54:27,2026-03-07 16:18:09,3,4.8,18.48,No Charge
2026-03-02 04:31:02,2026-03-02 05:03:32,6,12.32,40.77,No Charge
2026-03-04 08:06:38,2026-03-04 08:15:38,4,10.68,38.04,Dispute
2026-03-06 19:05:54,2026-03-06 20:01:40,6,7.56,24.75,No Charge
2026-03-02 20:22:10,2026-03-02 20:31:19,1,12.77,42.88,No Charge
2026-03-06 04:55:49,2026-03-06 05:10:03,1,22.73,66.43,Credit Card
2026-03-04 21:10:17,2026-03-04 21:29:03,6,17.24,46.91,Dispute
2026-03-04 20:02:40,2026-03-04 20:44:15,6,15.84,49.21,Dispute
2026-03-06 05:55:36,2026-03-06 06:38:21,4,5.8,24.95,Credit Card
2026-03-06 13:59:47,2026-03-06 14:58:24,2,-4.08,-5.94,No Charge
2026-03-07 12:53:47,2026-03-07 13:01:32,3,7.9,23.19,Dispute
2026-03-07 03:07:04,2026-03-07 03:34:30,2,10.31,36.46,Dispute
2026-03-06 04:49:58,2026-03-06 05:08:54,5,16.01,50.03,No Charge
2026-03-02 11:27:16,2026-03-02 12:14:28,6,10.09,29.14,Dispute
2026-03-01 10:22:53,2026-03-01 11:03:55,6,17.23,-2.84,No Charge
2026-03-03 17:40:00,2026-03-03 17:58:07,2,4.63,20.35,Dispute
2026-03-04 14:42:15,2026-03-04 14:54:09,2,11.86,35.51,Cash
2026-03-02 05:15:43,2026-03-02 06:04:57,2,8.82,27.09,Credit Card
2026-03-01 12:50:54,2026-03-01 13:29:01,2,-3.13,1.84,Dispute
2026-03-01 16:17:34,2026-03-01 16:22:14,2,8.12,23.98,Credit Card
2026-03-03 06:09:58,2026-03-03 06:39:11,2,21.59,66.23,Cash
2026-03-04 11:53:32,2026-03-04 12:17:42,4,12.1,35.78,No Charge
2026-03-03 07:27:46,2026-03-03 08:15:53,3,11.72,39.88,Credit Card
2026-03-05 20:30:11,2026-03-05 21:03:29,3,6.44,23.12,Dispute
2026-03-02 17:56:57,2026-03-02 18:19:44,6,2.38,18.68,Credit Card
2026-03-03 10:16:37,2026-03-03 11:03:06,2,3.02,11.1,Credit Card
2026-03-05 13:17:30,2026-03-05 13:50:08,2,8.56,30.33,Cash
2026-03-02 23:17:45,2026-03-03 00:11:04,1,4.75,22.09,Credit Card
2026-03-03 23:14:08,2026-03-04 00:10:39,6,2.13,-5.29,Credit Card
2026-03-01 10:33:31,2026-03-01 11:07:44,1,6.89,28.7,Dispute
2026-03-05 23:57:22,2026-03-06 00:19:46,6,17.17,49.99,Credit Card
2026-03-01 19:50:23,2026-03-01 20:02:44,1,4.61,19.25,Dispute
2026-03-03 23:14:41,2026-03-04 00:14:24,2,23.92,70.23,Credit Card
2026-03-05 10:10:33,2026-03-05 10:54:19,5,22.76,61.73,No Charge
2026-03-04 22:19:08,2026-03-04 23:05:58,5,6.85,21.66,Dispute
2026-03-01 11:14:00,2026-03-01 12:10:21,4,-4.42,0.72,Dispute
2026-03-07 08:52:00,2026-03-07 09:36:14,5,5.12,19.78,Credit Card
2026-03-01 08:50:13,2026-03-01 09:41:55,6,11.34,32.12,Credit Card
2026-03-04 11:02:33,2026-03-04 11:47:06,2,10.99,34.64,Cash
2026-03-03 02:21:55,2026-03-03 02:45:31,6,20.21,60.44,Cash
2026-03-04 20:37:52,2026-03-04 21:30:51,2,5.46,22.72,No Charge
2026-03-02 15:01:09,2026-03-02 15:17:44,2,19.08,53.87,Dispute
2026-03-03 19:33:36,2026-03-03 20:30:52,5,16.69,52.89,Credit Card
2026-03-03 17:50:22,2026-03-03 18:25:21,4,16.59,48.46,Cash
2026-03-03 21:49:09,2026-03-03 22:34:03,5,4.46,18.51,Cash
2026-03-06 09:57:06,2026-03-06 10:53:20,2,22.22,62.82,Cash
2026-03-04 01:51:26,2026-03-04 02:42:17,4,14.54,47.74,Credit Card
2026-03-06 07:35:39,2026-03-06 08:14:37,1,2.71,11.07,Cash
2026-03-02 06:51:23,2026-03-02 06:58:35,3,11.37,34.1,Credit Card
2026-03-03 07:24:56,2026-03-03 07:56:18,5,20.83,60.2,Dispute
2026-03-05 04:14:30,2026-03-05 04:26:38,2,8.24,24.1,No Charge
2026-03-01 00:35:09,2026-03-01 00:53:52,1,7.34,25.41,No Charge
2026-03-04 20:40:32,2026-03-04 21:09:03,1,23.9,68.97,Dispute
2026-03-03 01:19:25,2026-03-03 02:00:22,3,23.09,67.42,Dispute
2026-03-07 23:18:49,2026-03-08 00:10:56,4,3.73,21.51,Cash
2026-03-05 14:45:21,2026-03-05 15:06:36,2,23.15,66.87,Cash
2026-03-06 16:02:08,2026-03-06 16:46:45,5,10.62,32.62,Cash
2026-03-06 11:55:23,2026-03-06 12:30:09,5,13.78,41.79,Cash
2026-03-03 10:27:56,2026-03-03 11:16:09,2,11.74,39.8,Dispute
2026-03-01 22:47:40,2026-03-01 22:54:12,4,1.7,13.34,Dispute
2026-03-05 05:58:40,2026-03-05 06:48:50,2,20.63,61.9,No Charge
2026-03-06 20:35:36,2026-03-06 21:22:27,6,23.62,-7.39,Cash
2026-03-05 18:35:07,2026-03-05 19:31:52,6,17.72,55.51,Credit Card
2026-03-05 06:10:19,2026-03-05 07:00:50,4,24.42,71.34,Dispute
2026-03-06 19:14:39,2026-03-06 20:03:30,4,24.62,66.25,No Charge
2026-03-01 13:23:07,2026-03-01 14:07:57,6,2.13,16.59,No Charge
2026-03-01 18:29:55,2026-03-01 18:46:47,2,4.68,22.59,No Charge
2026-03-05 14:27:49,2026-03-05 14:49:19,1,22.24,59.77,No Charge
2026-03-02 03:44:15,2026-03-02 03:48:12,2,21.43,60.74,Credit Card
2026-03-03 17:12:30,2026-03-03 18:06:16,5,11.89,42.44,Credit Card
2026-03-06 23:01:18,2026-03-06 23:30:48,5,1.61,8.91,Dispute
2026-03-05 17:33:32,2026-03-05 17:47:27,3,17.76,55.1,Credit Card
2026-03-01 08:43:38,2026-03-01 09:35:50,1,4.01,21.83,No Charge
2026-03-05 18:21:16,2026-03-05 18:37:47,2,24.46,71.14,Cash
2026-03-03 12:34:12,2026-03-03 13:03:48,3,16.73,48.72,Credit Card
2026-03-06 10:46:03,2026-03-06 11:07:29,6,23.56,62.8,No Charge
2026-03-04 11:37:00,2026-03-04 12:22:25,1,5.08,25.24,Credit Card
2026-03-07 11:19:58,2026-03-07 11:31:51,2,13.5,41.69,Cash
2026-03-07 20:36:06,2026-03-07 21:29:58,2,10.28,36.26,Cash
2026-03-03 18:47:39,2026-03-03 19:33:01,2,2.12,12.57,No Charge
2026-03-07 20:32:15,2026-03-07 20:58:09,2,9.46,29.26,No Charge
2026-03-07 00:14:22,2026-03-07 00:56:51,4,-4.1,0.57,Cash
2026-03-05 03:03:40,2026-03-05 03:45:29,2,24.25,64.89,Dispute
2026-03-03 05:18:32,2026-03-03 05:25:48,5,12.08,42.86,Dispute
2026-03-05 09:58:06,2026-03-05 10:01:37,3,20.17,61.31,No Charge
2026-03-05 02:08:03,2026-03-05 03:00:17,2,19.2,53.8,Dispute
2026-03-02 17:41:16,2026-03-02 17:55:56,6,21.97,60.88,Cash
2026-03-07 17:42:38,2026-03-07 18:00:54,3,17.34,49.82,Credit Card
2026-03-01 01:51:52,2026-03-01 02:00:21,4,21.88,62.99,Credit Card
2026-03-03 04:12:23,2026-03-03 04:48:31,5,14.22,47.63,Cash
2026-03-05 00:14:37,2026-03-05 00:27:14,2,2.96,15.66,Cash
2026-03-07 23:01:52,2026-03-07 23:18:47,2,-2.88,1.24,Credit Card
2026-03-07 12:15:21,2026-03-07 13:05:47,5,7.49,22.73,Cash
2026-03-06 05:14:40,2026-03-06 05:19:21,1,12.22,42.07,No Charge
2026-03-01 09:50:43,2026-03-01 10:13:55,2,6.09,-3.01,Credit Card
2026-03-04 11:39:19,2026-03-04 12:14:50,5,19.3,52.73,Credit Card
2026-03-02 14:30:04,2026-03-02 15:21:06,6,23.32,71.02,No Charge
2026-03-06 23:30:05,2026-03-06 23:35:35,4,17.28,46.47,Cash
2026-03-01 20:51:51,2026-03-01 21:19:09,3,18.08,49.29,No Charge
2026-03-07 06:26:22,2026-03-07 07:11:17,4,11.91,33.27,Dispute
2026-03-01 18:07:54,2026-03-01 19:05:38,5,20.64,59.28,No Charge
2026-03-06 13:40:55,2026-03-06 13:53:04,3,13.77,-0.87,Dispute
2026-03-04 07:05:55,2026-03-04 07:54:11,2,15.22,50.8,Dispute
2026-03-07 16:36:27,2026-03-07 17:00:52,6,11.87,34.33,Dispute
2026-03-02 11:56:47,2026-03-02 12:44:58,3,1.78,10.24,Dispute
2026-03-01 04:57:59,2026-03-01 05:20:13,2,10.09,34.13,Credit Card
2026-03-04 07:40:07,2026-03-04 08:01:02,3,0.96,5.9,Dispute
2026-03-02 10:01:35,2026-03-02 10:07:54,3,6.07,-1.68,No Charge
2026-03-06 20:23:44,2026-03-06 20:57:24,4,-1.49,4.67,Cash
2026-03-01 11:33:09,2026-03-01 11:40:08,4,14.16,39.52,Credit Card
2026-03-02 11:08:44,2026-03-02 11:33:25,6,16.27,49.04,Dispute
2026-03-02 18:00:50,2026-03-02 18:50:29,4,7.73,22.77,Cash
2026-03-01 20:56:40,2026-03-01 21:34:27,5,-2.05,-1.58,Credit Card
2026-03-05 23:10:58,2026-03-05 23:59:02,1,3.71,12.34,Cash
2026-03-02 08:39:21,2026-03-02 08:55:26,6,12.23,38.29,No Charge
2026-03-05 23:55:00,2026-03-06 00:00:07,5,4.26,15.3,Credit Card
2026-03-02 06:29:10,2026-03-02 06:38:27,2,5.93,21.88,Cash
2026-03-07 07:33:46,2026-03-07 08:00:25,6,21.8,62.88,Cash
2026-03-07 01:13:15,2026-03-07 01:53:53,4,23.9,67.01,No Charge
2026-03-02 03:28:20,2026-03-02 04:26:14,3,1.56,16.01,Dispute
2026-03-07 03:24:57,2026-03-07 04:05:38,1,2.38,17.33,Cash
2026-03-03 06:18:22,2026-03-03 06:24:58,4,13.63,43.3,Credit Card
2026-03-01 11:26:16,2026-03-01 11:37:21,6,16.71,48.15,Cash
2026-03-04 22:24:21,2026-03-04 23:17:34,4,12.49,38.12,No Charge
2026-03-01 10:24:41,2026-03-01 10:42:34,4,21.58,61.48,Credit Card
2026-03-02 17:25:07,2026-03-02 17:59:20,3,15.02,48.21,Cash
2026-03-04 12:58:42,2026-03-04 13:28:52,5,9.65,32.29,No Charge
2026-03-07 03:04:08,2026-03-07 03:53:30,4,11.69,33.27,Credit Card
2026-03-04 13:24:12,2026-03-04 13:28:21,5,1.2,10.78,Dispute
2026-03-06 00:53:53,2026-03-06 01:41:55,1,16.7,50.84,No Charge
2026-03-05 17:20:56,2026-03-05 18:20:18,2,13.96,44.36,Cash
2026-03-01 03:01:35,2026-03-01 03:23:56,3,4.83,19.8,Cash
2026-03-06 20:38:38,2026-03-06 21:10:15,4,13.77,42.55,No Charge
2026-03-02 17:56:43,2026-03-02 18:15:17,6,19.04,52.94,Cash
2026-03-01 19:14:06,2026-03-01 19:55:39,6,20.11,60.42,Cash
2026-03-07 03:23:09,2026-03-07 04:18:41,3,17.18,47.63,Credit Card
2026-03-07 22:43:07,2026-03-07 22:58:04,4,20.93,64.58,Credit Card
2026-03-07 02:19:32,2026-03-07 02:54:14,1,18.69,-2.91,Cash
2026-03-06 12:56:07,2026-03-06 13:40:00,2,19.63,54.32,No Charge
2026-03-05 17:23:03,2026-03-05 17:26:16,3,18.66,52.09,Cash
2026-03-07 02:49:52,2026-03-07 03:46:09,3,-1.9,7.76,Credit Card
2026-03-04 02:32:17,2026-03-04 02:45:29,5,12.69,42.5,Credit Card
2026-03-03 23:02:06,2026-03-03 23:22:58,2,2.17,14.02,Cash
2026-03-06 02:56:08,2026-03-06 03:24:51,3,-1.57,-0.05,Cash
2026-03-07 05:43:54,2026-03-07 06:32:30,5,17.19,48.69,Dispute
2026-03-04 01:11:11,2026-03-04 01:28:40,5,8.91,29.9,Dispute
2026-03-02 16:55:27,2026-03-02 17:14:30,6,23.7,-0.52,Credit Card
2026-03-02 01:10:40,2026-03-02 01:45:24,6,9.08,28.26,Credit Card
2026-03-06 21:19:21,2026-03-06 21:38:13,5,-0.93,7.05,No Charge
2026-03-06 10:40:19,2026-03-06 11:37:05,1,10.06,37.99,Dispute
2026-03-05 15:29:06,2026-03-05 15:47:12,2,18.23,55.12,Cash
2026-03-04 13:14:22,2026-03-04 13:53:51,6,10.32,35.91,Credit Card
2026-03-03 14:55:09,2026-03-03 15:53:52,2,20.39,62.23,No Charge
2026-03-07 05:40:40,2026-03-07 06:28:48,6,8.14,28.12,Cash
2026-03-03 09:25:24,2026-03-03 10:23:39,3,17.58,55.0,Dispute
2026-03-03 18:52:02,2026-03-03 19:24:01,1,7.91,27.01,Credit Card
2026-03-07 22:32:51,2026-03-07 23:19:41,2,5.98,21.01,Dispute
2026-03-02 03:17:23,2026-03-02 03:59:55,2,15.9,44.61,Credit Card
2026-03-03 05:39:37,2026-03-03 06:26:50,3,21.7,66.91,No Charge
2026-03-06 08:23:42,2026-03-06 08:28:57,4,3.78,21.65,No Charge
2026-03-07 23:01:14,2026-03-07 23:05:43,1,6.58,28.98,Credit Card
2026-03-02 16:37:27,2026-03-02 16:59:21,2,18.61,57.99,Dispute
2026-03-01 20:40:59,2026-03-01 21:21:51,2,12.9,43.19,No Charge
2026-03-05 20:51:45,2026-03-05 21:04:14,2,15.57,48.76,Cash
2026-03-01 19:52:06,2026-03-01 20:41:41,1,-1.6,1.02,Cash
2026-03-02 11:37:43,2026-03-02 12:18:35,6,16.05,50.67,Cash
2026-03-05 12:54:01,2026-03-05 13:39:39,5,16.22,52.51,Cash
2026-03-07 21:05:23,2026-03-07 21:26:16,3,20.62,56.5,Cash
2026-03-01 02:09:42,2026-03-01 02:14:53,5,8.85,29.37,No Charge
2026-03-01 11:51:52,2026-03-01 12:31:28,1,11.81,34.04,Dispute
2026-03-03 13:24:25,2026-03-03 14:13:51,3,7.34,24.18,Credit Card
2026-03-05 02:58:35,2026-03-05 03:14:48,5,17.44,51.98,Dispute
2026-03-03 06:26:46,2026-03-03 07:23:48,5,21.79,66.2,Cash
2026-03-05 08:31:50,2026-03-05 09:03:07,1,4.86,19.44,Dispute
2026-03-05 10:52:47,2026-03-05 11:20:04,3,3.82,-0.51,Credit Card
2026-03-03 12:37:13,2026-03-03 12:47:08,5,9.87,35.04,Cash
2026-03-02 22:00:46,2026-03-02 22:39:17,6,6.81,27.72,No Charge
2026-03-02 20:49:19,2026-03-02 21:48:03,6,10.82,39.97,No Charge
2026-03-05 12:19:38,2026-03-05 12:25:03,6,21.59,-5.62,Cash
2026-03-07 05:06:56,2026-03-07 05:32:33,1,16.79,53.8,Credit Card
2026-03-03 16:00:29,2026-03-03 16:04:05,5,23.03,61.43,Credit Card
2026-03-06 10:38:44,2026-03-06 11:27:27,1,-1.7,-0.76,Dispute
2026-03-07 01:35:23,2026-03-07 02:10:08,2,10.6,33.43,Dispute
2026-03-04 19:42:01,2026-03-04 20:32:53,3,9.4,27.12,Dispute
2026-03-02 05:12:55,2026-03-02 05:42:43,1,3.08,-6.88,Cash
2026-03-05 07:27:49,2026-03-05 07:47:53,3,11.98,-6.01,Credit Card
2026-03-07 07:06:43,2026-03-07 07:25:04,5,3.85,15.56,Credit Card
2026-03-05 00:47:37,2026-03-05 01:05:32,3,20.0,59.15,Cash
2026-03-01 05:15:22,2026-03-01 05:27:43,3,3.99,15.6,Cash
2026-03-01 22:27:04,2026-03-01 22:53:06,6,23.86,64.14,Cash
2026-03-07 21:50:27,2026-03-07 22:23:37,2,24.26,69.13,Credit Card
